Bad news has no limit.  - Mitch Albom
"Desire sets our compass, but real life steers our course.  - Mitch Albom"
Doubt is how you find God.  - Mitch Albom
"Fear is how you lose your life...a little bit at a time. What we give to fear, we take away from...faith.  - Mitch Albom"
How do you let go of fear?  - Mitch Albom
"If you believe it, you don't need proof.  - Mitch Albom"
Sometimes questions can be more cruel than insults.  - Mitch Albom
Sometimes what you miss most is the way a loved one made you feel about yourself.  - Mitch Albom
"There are two stories for every life; the one you live, the one others tell.  - Mitch Albom"
Real listening is a willingness to let the other person change you.  - Alan Alda
"When people are laughing, they’re generally not killing each other.  - Muhammad Alie"
It isn't the mountains ahead to climb that wear you down. It's the pebble in your shoe.  - Fred Allen
"A conference is a gathering of important people who singly can do nothing, but together can decide nothing can be done.  - George Allen"
"I learned law so well, the day I graduated I sued the college, won the case and got my tuition back.  - James Allen"
The difference between mediocrity and greatness is extra effort.  - James Allen
"Circumstances do not make the man, they reveal him.  - Steve Allen"
"Man is made or unmade by himself.  By the right choice he ascends.  As a being of power, intelligence, and love, and the lord of his own thoughts, he holds the key to every situation…  - Steve Allen"
All in all history seems to show that man has expended vastly more energy combating progress than in furthering it.  - Steve Allen
As you sow so shall you reap is sensible advice even for the atheist.  - Steve Allen
But are we not all tourists to this world?  - Steve Allen
"But in the long run history frequently shows that he served his country best who diagnosed her ailments and tried to cure them, not he who habitually voiced golden-tongued, Fourth of July oratory or excoriated the enemy because it was popular to do so.  - Steve Allen"
"But what I am trying to say is that ideas should be examined and judged on their own merits primarily, and only secondarily in regard to their origin.  Knowledge of origin of ideas may be helpful, but not necessarily....Nevertheless it must be borne in mind that since no man is in possession of the whole truth and nothing but the truth and conversely since wisdom may sometimes come out of the mouths of babes we must force yourself to evaluate the presentation of an idea with only secondary regard to it source.  - Steve Allen"
"If Christ came to preach spiritual values and to de-emphasize involvement with the tangible, why should we constantly pray for material things?  - Steve Allen"
If we open our ears and eyes we see on every hand evidence of such anti-intellectualism.  - Steve Allen
It can be objected that knowledge does not automatically incline men to virtue.  - Steve Allen
It is interesting that as man began to cast off belief in the devil he promptly replaced him with two other respectable scapegoats: heredity and environment.  - Steve Allen
"...no matter who you are you'll never please everybody, so all you can do is your best.  - Steve Allen"
One country's hero is frequently seen in quite the opposite capacity by the citizens of neighboring nations.  - Steve Allen
One of the reasons I have never permitted television to become my whole life is that it is a very here-today-gone-tomorrow business.  - Steve Allen
Political competitions have becomes popularity contests.  - Steve Allen
"Some blame science for modern man's predicament, complaining that the technicians have discovered forces for evil that render the future uncertain and precarious. We must understand that all physical force can be force for evil as well as for good; force itself has nothing to do with morals. Fire, steam, and electricity, all can kill or save. The gravity that keeps us afoot on our planet also plucks thousands of people from cliffs, bridges, windows, ladders, rooftops and trees and plunges them to their death. Nature, some men are saddened to learn, is neutral. If modern forces are used for evil it is not the force we must criticize nor the men who discovered what God or nature had already decreed. It is the passion in the heart of man that makes these force cataclysmically dangerous.  - Steve Allen"
The disastrous effects of modern nuclear war would far outweigh whatever good might be hoped for by a resort to violence.  - Steve Allen
The importance of the past is impossible to exaggerate.  - Steve Allen
...there are at least scraps of truth in every intellectual camp.  - Steve Allen
There are those who profess to vanquish evil by refusing to believe that it exists.  - Steve Allen
"The reason that unions must exist...is that most people hate their jobs and therefore must forever be attempting to better physical conditions, get more money or do less work.  - Steve Allen"
"The supposition that writers can run out of ideas for stories is as absurd as the fear that comedians will one day run out of jokes. Creative work is not something in long or short supply, like coal, oil or steel; man has the magical ability to create ideas simply by willing himself to do so.  - Steve Allen"
The way to improve our own society is to begin by a frank appraisal of it faults.  - Steve Allen
"To prime my creative pump I read philosophy, science, history and poetry.  - Steve Allen"
"Virtue would be practical as a policy even if there were no God, no after life or no punishment from the outside.  - Tim Allen"
...we often do not recognize our greatest opportunities.  - Woody Allen
"They say you only go around once, but with a muscle car you can go around two or three times.  - Woody Allen"
"I am not afraid of death, I just don't want to be there when it happens.  - Woody Allen"
"I am thankful for laughter, except when milk comes out of my nose.  - Gordon W. Allport"
"If you're not failing every now and again, it's a sign you're not doing anything very innovative.  - John Amatt"
So many tangles in life are ultimately hopeless that we have no appropriate sward other than laughter.  - John Amatt
"I am always dissatisfied with my performance, constantly trying to improve it in a positive way.  - John Amatt"
"I am constantly amazed at how small, seemingly unrelated events – when added together over a period of time – can have a major impact upon the outcome of one's life.  - John Amatt"
...there is no such thing as failure if we come out of a negative experience with more knowledge than when we went in.  - Henri Frederic Amiel
"We were scared, but we knew that we could not achieve eventual success unless we got started.  - Ann Kiemel Anderson"
Common sense is the measure of the possible; it is composed of experience and prevision; it is calculation applied to life.  - Walter Anderson
(Trust) means God never takes away except to give us back something better.  - Walter Anderson
"And then I remembered how Mrs. Williams used to tell me, “You can do this, Walter.  You can do this.”  - Bishop Lancelot Andrews"
"I didn’t fight because I was a bully, I fought because I was afraid, and I fought a lot.  - Andy Andrews"
"The nearer the church, the further from God.  - Andy Andrews"
"If something is worthwhile, it will rarely be easy.  If it were easy, everyone would be doing it.  - Maya Angelou"
The only limit to what you can accomplish is the width of your ideas and the depth of your dedication.  - Maya Angelou
"Everyday offers you 10,000 reasons to cry, but if you can find just one reason to laugh, then you will be all right.  - Maya Angelou"
"I don't believe an accident of birth makes people sisters or brothers.  It makes them siblings, gives them mutuality of parentage.  Sisterhood and brotherhood is a condition people have to work at.  - Maya Angelou"
"I find it interesting that the meanest life, the poorest existence, is attributed to God's will, but as human beings become more affluent, as their living standard and style begin to ascend the material scale, god descends the scale of responsibility at a commensurate speed.  - Maya Angelou"
I've learned that making a 'living' is not the same thing as making a 'life'.  - Jennifer Aniston
"I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel.  - Anonymous"
There’s nothing better than contagious laughter.  - Anonymous
A bend in the road is not the end of the road … unless you fail to make the turn.  - Anonymous
Advice is easier to take if it is first bathed in love.  - Anonymous
A flower is a poem without words.  - Anonymous
A fool sees not the same tree a wise man sees.  - Anonymous
A fool tells what he will do; A boaster tells what he has done;The wise does it and says nothing.  - Anonymous
"A good deed is never lost: he who sows courtesy reaps friendship: and he who plants kindness, gathers love.  - Anonymous"
A good leader is a guy who can step on your toes without messing up your shine.  - Anonymous
"A good man while in affliction was asked how he bore his sorrows so well.  He replied, “It lightens the stroke to draw near to Him who handles the rod.”  - Anonymous"
Alcohol kills the living and preserves the dead.  - Anonymous
A leader must be able …to keep his head when all about him are losing theirs.  - Anonymous
A limit on what you will do puts a limit on what you can do.  - Anonymous
All glory comes from daring to begin.  - Anonymous
All people smile in the same language.  - Anonymous
All television is educational.  The question is” What is it teaching?  - Anonymous
All the harmony in the world comes from someone knowing how to play second fiddle.  - Anonymous
"Almighty and eternal God, so draw my heart to You, so guide my mind, so fill my imagination, so control my will, that I may be wholly Yours, utterly dedicated unto You; and then use me, I pray, as You will, and always to Your glory, and welfare of Your people; through our Lord and Savior Jesus Christ.  Amen.  - Anonymous"
Along the street of tomorrow you arrive at the house of NEVER.  - Anonymous
"A man must be big enough to admit his mistakes, smart enough to profit from them and strong enough to correct them.  - Anonymous"
A man who wants to lead the orchestra must turn his back on the crowd.  - Anonymous
"A mind – once stretched by a great idea, can never return to its original dimensions.  - Anonymous"
An armed man is a citizen.  An unarmed man is a subject.  - Anonymous
...is an exercise in tolerating the probability of ambiguity.  - Anonymous
Any easy job can be made progressively more difficult by employing procrastination.  - Anonymous
Anything that is big enough to worry about is big enough to pray about.  - Anonymous
A poor listener seldom hears a good story.  - Anonymous
A rose doesn't direct it fragrance.  - Anonymous
A smooth sea never a skillful sailor made.  - Anonymous
"Assault is a behavior, not a device.  - Anonymous"
A task without a vision is drudgery; a vision without a task is a dream; a dream with a vision is victory.  - Anonymous
A time comes when silence is betrayal.  - Anonymous
Be courteous to the troublesome one who seems always to be 'in the way'.  God sent him to you either for his sake or yours.  - Anonymous
Believe in God and you'll believe in miracles.  Believe in His Son and you'll experience one.  - Anonymous
Be the most enthusiastic person you know.  - Anonymous
"Beware of luxury, too often it swells the head instead of the heart.  - Anonymous"
Coincidence is God's way of performing miracles anonymously.  - Anonymous
"Courage doesn’t always roar. Sometimes courage is the quiet voice at the end of the day saying, ‘I will try again tomorrow’.  - Anonymous"
Dance like no one is watching.  - Anonymous
Discipline is just choosing between what you want now and what you want most.  - Anonymous
Dieting is the penalty for exceeding the feed limit.  - Anonymous
Don't compare your life to others! You have no idea what their journey is all about.  - Anonymous
Don't speak unless you can improve on the silence.  - Anonymous
Don’t spend a $1.00 worth of time on a $.10 decision.  - Anonymous
Don't talk cream and live skim milk.  - Anonymous
Don't wail on the scale if you cheat when you eat.  - Anonymous
Do something for someone else...the good you do boomerangs back to you!  - Anonymous
Earth produces little worse than the ungrateful person.  - Anonymous
"Even if there is nothing to laugh about, laugh on credit.  - Anonymous"
Every person on earth is either a missionary or a mission field – which are you?  - Anonymous
"Every tomorrow has two handles: that of anxiety, and that of enthusiasm.  Upon your choice, so will be the day.  - Anonymous"
Every valley has two mountains.  - Anonymous
Expect a miracle every day.  - Anonymous
Fair is a place you go. It's not the way of the world.  - Anonymous
Feed your faith and your doubt will starve to death.  - Anonymous
"Find people who will challenge you, believe in you and inspire you to improve.  - Anonymous"
Free men do not ask permission to bear arms.  - Anonymous
Friendship is a rainbow between two people.  - Anonymous
"Friendship is like a book.  It takes few seconds to burn, but it takes years to write.  - Anonymous"
Genius for the most part is the brave use of past experience.  - Anonymous
"God does not comfort us to make us comfortable, but to make us comforters.  - Anonymous"
God in His wisdom has made the mouth to close and the ear to remain open.  - Anonymous
God whispers to us in our pleasures.  He speaks to us in our conscience; but He shouts to us in our pain.  - Anonymous
"Great leaders, like diamonds, are products of great pressure.  - Anonymous"
"Gun control is not about guns, it is about control. - Anonymous"
Guns have only 2 enemies: Rust and politicians.  - Anonymous
Happiness is a perfume you cannot pour on others without getting a few drops on yourself.  - Anonymous
Have a beautiful forever!  - Anonymous
He has the right to criticize who has the heart to help.  - Anonymous
He that cannot obey cannot command.  - Anonymous
He pleases God best who trusts Him most.  - Anonymous
He who cannot pray when the sun is shining will not know how to pray when the clouds come.  - Anonymous
He who has imagination without learning has wings and no feet.  - Anonymous
"He who has no money is poor, but he who has nothing but money is even poorer.  - Anonymous"
Horse sense is seldom hitched to a waggin' tongue!  - Anonymous
Hot arguments have a way of producing cold shoulders.  - Anonymous
"If all you've got is a hammer, nearly everything looks like a nail.  - Anonymous"
If a thing is wrong it does not become right by just having more people doing it.  - Anonymous
"If he only knew a little of law, he would know a little of everything.  - Anonymous"
If it weren't for the last minute a lot of things wouldn't get done.  - Anonymous
If we fought sin as hard as we do middle age this world would be a moral paradise.  - Anonymous
If you are ignorant of God's Word you will always be ignorant of God's will.  - Catherine Aird
"If you are not as close to God as you were, you need not wonder who moved.  - Anonymous"
"If you can’t be a good example, then you’ll just have to be a horrible warning.  - Anonymous"
"If you can't be thankful for what you receive, then at least be thankful for what you escape.  - Anonymous"
"If you discipline yourself today, you'll enjoy your life more tomorrow.  - Anonymous"
"If you lose your health, you lose everything.  - Anonymous"
"If you pay peanuts, expect to get monkeys.  - Anonymous"
If you want to please the devil begin to admire yourself.  - Anonymous
If you were arrested for being a Christian would there be enough evidence to convict you?  - Anonymous
I hear and I forget.  I see and I remember. I do and I understand.  - Anonymous
I'm not a failure if I don't make it; I'm a success because I tried.  - Anonymous
"In all of life's toil and strife til earth's machine I quit, help me to be a drop of oil and not a piece of grit.  - Anonymous"
It is a wicked thing to be neutral between right and wrong.  - Anonymous
It is better to plant one seed today than idly to dream of sowing an entire field – tomorrow.  - Anonymous
It is easy to be pleasant when life flows by like a song. But the (wo)man worth while is the one who can smile when everything goes dead wrong.  - Anonymous
It is hard to tune in on Heaven's message if your lives are full of earthly static.  - Anonymous
It is hard to tune in on Heaven's message if your lives are full of earthly static.  - Anonymous
It isn't the mountain ahead that wears you out; it is the grain of sand in your shoe.  - Anonymous
It's hard to get ahead if you spend your time trying to get even.  - Anonymous
"It's never too early to trust and accept Christ, but at any moment it could be too late.  - Anonymous"
"It's not what you have in your pocket that makes you thankful, but what you have in your heart.  - Anonymous"
"It's not what you look at that matters, it's what you see.  - Anonymous"
It's not your position that makes you happy – it's your disposition.  - Anonymous
It’s OK to lend a helping hand – the challenge is getting people to let go of it.  - Anonymous
"It's paradoxical, but cold feet are often the result of burned fingers.  - Anonymous"
It will be interesting to hear what the teenagers of today tell their own children what they had to do when they were young.  - Anonymous
I would know myself better if there were not so many of me.  - Anonymous
Joy is the flag what is flown in the heart when the master is in residence.  - Anonymous
"Just when you get the ends to meet, somebody moves the ends.  - Anonymous"
Kindness is the oil that takes the friction out of life.  - Anonymous
Knowledge is knowing a tomato is a fruit; wisdom is not putting it in a fruit salad.  - Anonymous
Let nature be your teacher.  - Anonymous
Life is comprised of a chain of beautiful opportunities masterfully disguised as impossible situations.  - Anonymous
Life is fragile – handle with prayer.  - Anonymous
Life is like a grindstone – whether it grinds a man down or polishes him up depends on what he is made of.  - Anonymous
Life is short! Break the rules! Forgive quickly!  - Anonymous
Love truly. Laugh uncontrollably.  - Anonymous
And never regret anything that made you smile  - Anonymous
Life is too precious to be sacrificed for the non-essential and transient; ignore the inconsequential.  - Anonymous
Life is what happens while you are making other plans.  - Anonymous
Life with Christ is an endless hope; life without Christ is a hopeless end.  - Anonymous
"Like the shadow of a tree, our influence often falls where we are not.  - Anonymous"
Live so you will not be ashamed of today nor be afraid of tomorrow.  - Anonymous
Love for God is evidenced by our love for others.  - Anonymous
Love like you have never been hurt.  - Anonymous
Love isn't blind – it just doesn't tell all it sees.  - Anonymous
Make the most of life before the most of life is gone.  - Anonymous
Many a man wishes he were as smart as his wife thinks he is.  - Anonymous
Many folks foolishly presume that hell will be as much fun as the path leading there.  - Anonymous
Make peace with your past so it won't spoil your present.  - Anonymous
Many people have the right aims in life...they just never get around to pulling the trigger.  - Anonymous
"Mediocrity is a region bordered on the north by compromise, on the south by indecision, on the east by past thinking and on the west by lack of vision.  - Anonymous"
Men who do things that count never stop to count.  - Anonymous
Middle age is when the mirror steams up after a shower and you don't care.  - Anonymous
Never forget a customer; never let a customer forget you.  - Anonymous
Never let difficulty stop you – it may be only sand spread on your track to prevent skidding.  - anonymous
~ Never look down on anyone unless you are helping them up.  - Anonymous
"No matter how you feel – get up, dress up and show up.  - Anonymous"
One day someone is going to hug you so tight that all of your broken pieces will stick back together.  - Anonymous
One on God's side is a majority.  - Anonymous
"One’s mind, once stretched by a new idea, never regains its original dimensions.  - Anonymous"
One way to stop gossip is to breathe through your nose.  - Anonymous
"One who kneels before God, can stand before any man.  - Anonymous"
Only a government that is afraid of its citizens tries to control them.  - Anonymous
Only those who risk going too far can possibly find out how far one can go.  - Anonymous
Opportunities are seldom labeled.  - Anonymous
Our eyes are placed in front because it is more important to look ahead than to look back.  - Anonymous
Out of difficulties grow miracles.  - Anonymous
People do odd things to get even.  - Anonymous
People support what they help create.  - Anonymous
Pollution of the heart is man's greatest ecological problem.  - Anonymous
Prior preparation prevents poor performance.  - Anonymous
Remember – the best is yet to come.  - Anonymous
Scars remind us of where we have been.  They do not dictate what we will become.  - Anonymous
"Seconds count, especially when dieting.  - A Sign Outside a Pie Shop"
Seven days without prayer make one weak.  - Anonymous
"Skinny people are easy to kidnap, stay safe. EAT PIE.  - Anonymous"
Someone is watching the gospel according to you.  - Anonymous
"Some people change jobs, mates and friends, but never think of changing themselves.  - Anonymous"
"Some people complain that God puts thorns on roses, while others praise Him for putting roses on thorns.  - Anonymous"
Some people quit reading anything but superficial material.  They die at thirty and are buried at 70 or 75.  - Anonymous
Sometimes that person who intends to seek out God at the eleventh hour is called at 10:30.  - Anonymous
Some women work so hard to make good husbands that they never manage to make good wives.  - Anonymous
"Sorrow looks back, worry looks around, faith looks up.  - Anonymous"
Spend time with people over the age of 70 and under the age of 6.  - Anonymous
"Start by doing what’s necessary, then do what’s possible, and suddenly you are doing the impossible.  - Anonymous"
Success is merely being able to do things that failures don't like to do.  - Anonymous
Success consists of getting up just one time more than you've fallen down.  - Anonymous
Temptation is the balance where character is weighed.  - Anonymous
Temptations are tramps; treat them kindly and they return bringing other with them.  - Anonymous
The American Revolution would never have happened with gun control.  - Anonymous
The best thing about the future is that it comes only one day at a time.  - Anonymous
"The Boss says, “Go” – the Leader says, “Let’s go.”  - Anonymous"
The church is a hospital for sinners.  - Anonymous
"The cry of the poor is not always just, but if you don't listen to it, you will never know what justice is.  - Anonymous"
The deeper the darkness the farther a little light will shine.  - Anonymous
The Dead Sea died because it kept all it received.  - Anonymous
The dreamer who finds his way by moonlight sees the dawn before the rest of the world.  - Anonymous
The enemy would not be attacking you if something very valuable wasn't inside you. Thieves so not break into empty houses.. You have a purpose.  - Anonymous
The eye sees only what the mind can comprehend.  - Anonymous
The future is not a gift; it is an achievement.  - Anonymous
The greatest of all mistakes is to do nothing because you think you can do only a little.  - Anonymous
The greatest remedy for anger is delay.  - Anonymous
The law of the hammer: A child given a hammer soon learns that almost everything he encounters needs hammering.  - Anonymous
The leader always lays the trail for others to follow.  - Anonymous
The longer a grudge is carried the heavier it gets.  - Anonymous
The man who follows the crowd will never be followed by a crowd.  - Anonymous
"The more I want something done, the less I call it work.  - Anonymous"
"The most deadly sins do not leap upon us, they creep upon us.  - Anonymous"
The most important “do-it-yourself” project is your very own life.  - Anonymous
The only substitute for brains is silence.  - Anonymous
The opposite of love is indifference.  - Anonymous
The person with the smallest mind is usually the one who is most willing to give someone else a piece of it.  - Anonymous
The pessimist complains about the wind. The optimist expects the wind to change. A leader adjusts the sails.  - Anonymous
There are 2 quick ways to disaster: taking nobody’s advice and taking everybody’s advice.  - Anonymous
"There is no failure inside God's will (for the Christian), there is no success outside God's will.  - Anonymous"
There is not revenge so complete as forgiveness.  - Anonymous
There is no right way to do the wrong thing.  - Anonymous
"There may be times when we are powerless, but there must never be a time when we fail to protest.  - Anonymous"
There never was a man so empty as the man who is full of himself.  - Anonymous
There will come a time when you believe everything is finished.  That will be the beginning.  - Anonymous
The secret of contentment is knowing how to enjoy what you have.  - Anonymous
The secret of peace is the constant referral of all our anxieties to God...stay prayed up.  - Anonymous
The size of a person can be pretty well determined by the things that make him angry.  - Anonymous
The smallest deed is better than the greatest intention.  - Anonymous
The sword is more important than the shield.  - Anonymous
"The world crowns success, but God crowns faithfulness.  - Anonymous"
The world looks brighter from behind a smile.  - Anonymous
The world is but a canvas to our imagination.  - Anonymous
Those who deserve love the least need it the most.  - Anonymous
"Though no one can go back and make a brand-new start, anyone can start from now and make a brand-new ending.  - Anonymous"
To have an unforgiving spirit is to burn a bridge over which you may some day want to travel.   - Anonymous
"To reduce spiritually, simply close your Bible.  - Anonymous"
"To the world, you may be one person, but to one person you may be the world.  - Anonymous"
"Treat everyone with politeness, even those who are rude to you – not because they are nice, but because you are.  - Anonymous"
"True leadership must be for the benefit of the followers, not the enrichment of the leaders.  - Anonymous"
TV could be called the chewing gum for the eyes.  - Anonymous
We all have storms to weather….we just need to learn to dance in the rain.  - Anonymous
We are most like beast when we kill each other. We are most like man when we judge each other. We are most like God when we forgive each other.  - Anonymous
We are now what we chose in the past to become.  - Anonymous
What comes into our minds when we think about God is the most important thing about us.  - Anonymous
Whatever you love is beautiful.  - Anonymous
What in the world have you been doing for Heaven's sake?  - Anonymous
What must he possess who possesses the possessor of all things?  - Anonymous
What other people think of you is none of your business.  - Anonymous
When business is good it pays to advertise; when business is bad you’ve got to advertise.  - Anonymous
"When God leads you to the edge of the cliff, trust Him fully and let go; only 1 of 2 things will happen: either He'll catch you when you fall, or He'll teach you how to fly.  - Anonymous"
"When the devil comes knocking at your door, simply say, “Jesus, would you get that for me, please?”  - Anonymous"
"When rejecting the ideas of another, make sure you reject only the idea and not the person.  - Anonymous"
"When you remove the people's right to bear arms, you create slaves.  - Anonymous"
"When you’re through improving, you’re through.  - Anonymous"
When you speak your mind is on parade.  - Anonymous
Where God guides He amply provides.  - Anonymous
Where you go hereafter depends on what you go after here.  - Anonymous
With the right shoes…you can do anything.  - Anonymous
Work like you don’t need the money.  - Anonymous
"Worrying does not empty tomorrow of its troubles, it empties today of its strength.  - Anonymous"
You are not two halves of anything – you are a whole of something new.  - Anonymous
"You are young only once, but you can stay immature indefinitely.  - Anonymous"
You can better live with a few hypocrites in the church today than dwell with all of them in hell forever.  - Anonymous
You can't be the salt of the earth without smarting someone.  - Anonymous
You can't break God's promises by leaning on them.  - Anonymous
You can not lead anyone else farther than you have been able to go yourself.  - Anonymous
"You don't have to see the whole staircase, just take the first step.  - Anonymous"
You don't shoot to kill.  You shoot to stay alive.  - Anonymous
You only have the rights you are willing to fight for.  - Susan B. Anthony
Your health is your wealth.  - Hannah Arendt
"Sooner or later we all discover that the important moments in life are not the advertised ones, not the birthdays, the graduations, the weddings, not the great goals achieved.  The real milestones are less prepossessing.  They come to the door of memory unannounced, stray dogs that amble in, sniff around a bit, and simply never leave.  Our lives are measured by these.  - Lance Armstrong"
To think and to be fully alive are the same.  - Matthew Arnold
"If you worried about falling off the bike, you’d never get on.  - Matthew Arnold"
The true meaning of religion is thus not simply morality but morality touched by emotion.  - Mary Kay Ash
Truth sits upon the lips of dying men.  - Isaac Asimov
"My company mascot is the bumblebee.  Because of its tiny wings and heavy body, aerodynamically the bumblebee shouldn't be able to fly.  But the bumblebee doesn't know that, so it flies anyways.  - Emile Augier"
"The most exciting phrase to hear in science, the one that heralds new discoveries, is not “Eureka!”, but “That's funny...”  - Mary Kay Ash"
"Start by doing what’s necessary, then what’s possible and suddenly you are doing the impossible.  - Emile Augier"
People and pride are the two foremost assets in building a successful business.  - Emile Augier
Hear the other side.  - Emile Augier
There is no salvation outside the church.  - H.W. Austin
The verdict of the world is conclusive.  - Lauren Bacall
"Genius, that power which dazzles humans, is of but perseverance in disguise.  - Francis Bacon"
"You don't always win your battles, but it's good to know you fought.  - Joan Baez"
"If a man will begin with certainties, he shall end in doubts; but if he will be content to begin with doubts, he shall end on certainties.  - James Montgomery Bailey"
You don't get to choose how you're going to die or when.  You can only decide how you're going to live now.  - Pearl Bailey
"Great thoughts, like great deeds, need no trumpet.  - Pearl Bailey"
Show business is a great life but you have to be careful about breathing the helium.  - James Braillie
You never know yourself until you face the truth.  - Christina Baldwin
"To grow and know what one is growing towards, that is the source of all strength and confidence in life.  - Stanley Baldwin"
"How we remember, what we remember, and why we remember form the most personal map of our individuality.  - Stanley Baldwin"
Enthusiasm in our daily work lightens effort and turns even labor into pleasant tasks.  - Lucille Ball
Fires can’t be made with dead embers nor can enthusiasm be stirred by spiritless men.  - Jim Barksdale
I'm not funny.  What I am is brave.  - PT Barnum
"We believe the ability to read and eduction are the core to anyone's life, economic and social.  - James M. Barrie"
"Whatever you do, do it with all your might.  - James M. Barrie"
"If you have it (love), you don't need to have anything else, and if you don't have it, it doesn't matter much what else you have.  - Drew Barrymore"
Life is a long lesson is humility.  - Bruce Barton
I’d rather be a few pounds heavier and enjoy life than be worried all the time.  - Billy Barty
"Sometimes when I consider what tremendous consequences come from little things, I am tempted to think there are no little things.  - Carma Basinger"
The most important person in life is you.  If you can't accept yourself then you have a problem.  Be persistent in your endeavors and believe in yourself.  - Orlanda Aloysius
You can really tell a lot about a person by the way they treat someone else over money.  - James Beattie
A great speaker is one who rises to the occasion – and them promptly sits down.  - Melody Beattie
Inflexible in faith; invincible in arms.  - Henry Ward Beecher
Gratitude unlocks the fullness of life.  - Henry Ward Beecher
"A little library, growing every year, is an honorable part of a man’s history.  It is a man’s duty to have books.  - Henry Ward Beecher"
A man without self-restraint is like a barrel without hoops and tumbles to pieces.  - Henry Ward Beecher
"A proud man is seldom a grateful man, for he never thinks he gets as much as he deserves.  - Henry Ward Beecher"
"Difficulties are God's errands; and when we are sent upon them, we should esteem it as a proof of God's confidence.  - Henry Ward Beecher"
Every tomorrow has two handles; we can take hold by the handle of anxiety or by the handle of faith.  - Henry Ward Beecher
"Greatness lies not in being strong, but in the right use of strength.  - Henry Ward Beecher"
Hold yourself responsible for a higher standard than anybody else expects of you.  - Henry Ward Beecher
"If a man cannot be a Christian where he is, he cannot be a Christian anywhere.  - Henry Ward Beecher"
Mirth is God’s medicine.  Everybody ought to bathe in it.  - Henry Ward Beecher
"The meanest, most contemptible kind of praise is that which first speaks well of a man, and then qualifies it with a ‘but’.  - Ludwig Van Beethoven"
This is the mark of a really admirable man: steadfastness in the face of trouble.  - Pope Benedict XVI
"I am consoled by the fact that the Lord knows how to work and how to act, even with insufficient tools.  - David Ben-Gurion"
Courage is a special kind of knowledge: the knowledge of how to fear what ought to be feared and how not to fear what ought not to be feared.  - Tony Bennett
"Bill Basie taught me how to pace a show. … Most of all, I think Count Basie showed me the value of sticking to your artistic convictions.  - Tony Bennett"
Creativity never comes easy.  - Tony Bennett
Don't feel that you have to show people everything you can do. Just show them the best you can do.  - Tony Bennett
Do you know what I think I learned most from Bob Hope? He never forgot a favor.  - Tony Bennett
"Harry Belafonte has shown us not to wait in life to work for what you believe in. Make it part of your life, each and everyday.  - Tony Bennett"
He made me feel as if I could rise above my fears and do anything.  - Tony Bennett
Frank Sinatra taught me to trust and use my anxieties to sharpen and key up my performance  - Tony Benett
"Once you get started, the butterflies in your stomach can help you soar.  - Tony Bennett"
He (Cole Porter) taught me that being original inspires others.  - Tony Bennett
"Nobody has all the best ideas, and working with others helps keep you fresh and invigorated.  - Tony Bennett"
"He was outrageous, original and totally marvelous.  - Tony Bennett"
Do the best you can do and trust that an audience will respect that and find you.  - Tony Bennett
His loss sobered me – in all ways.  - Tony Bennett
